Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft),Cycle4 (Bef),Cycle4 (Aft),Cycle5 (Bef),Cycle5 (Aft),Cycle6 (Bef),Cycle6 (Aft),Cycle7 (Bef),Cycle7 (Aft),Cycle8 (Bef),Cycle8 (Aft),Cycle9 (Bef),Cycle9 (Aft),Cycle10 (Bef),Cycle10 (Aft),Cycle11 (Bef),Cycle11 (Aft)
809,-19,-19,-18,-18,-18,-18,-18,-18,-20,-20,-40,-40,-44,-44,-46,-46,-39,-39,-32,-32,-22,-22,-23,-23
810,-20,-20,-19,-19,-19,-19,-18,-18,-18,-18,-46,-46,-40,-40,-43,-43,-23,-17,-22,-22,-30,-30,-33,-33
811,-25,-25,-25,-25,-25,-25,-24,-24,-24,-24,-41,-41,-41,-41,-42,-42,-33,-33,-24,-24,-20,-20,-18,-18
812,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-24,-24,-24,-24,-24,-24,-21,-21,-20,-20,-19,-19,-20,-20
813,-25,-25,-24,-24,-24,-24,-22,-14,-10,-10,-25,-25,-21,-21,-16,-16,-12,-12,-4,-4,-5,-5,-6,-6
814,-21,-21,-20,-20,-19,-19,-14,-14,-11,-11,-10,-10,-9,-9,-9,-9,-10,-10,-13,-13,-20,-20,-21,-21
815,-23,-23,-24,-24,-23,-23,-21,-2,4,5,0,0,1,0,7,-5,-1,0,6,5,0,0,-4,-4
816,-19,-19,-19,-19,-19,-19,-19,-19,-20,-20,-23,-23,-23,-23,-22,-22,-22,-22,-21,-21,-20,-20,-20,-20
817,-18,-18,-18,-18,-17,-17,-12,-12,-9,-9,-12,-12,-14,-14,-12,-9,-5,-3,0,0,-8,-8,-13,-13
818,-8,-8,-8,-8,-8,-8,-5,-7,-1,-1,-11,-10,-11,-11,-12,-5,0,0,6,3,-8,-8,-13,-13
819,-25,-25,-26,-26,-26,-26,-23,-12,1,2,-7,0,-2,-1,-2,-1,0,0,-3,-3,-15,-15,-16,-16
820,-16,-16,-16,-16,-16,-16,-12,-12,-1,-1,0,0,1,1,1,0,2,2,-3,-3,-12,-12,-20,-20
821,-18,-18,-18,-18,-18,-18,-14,-14,-9,-9,-10,-10,-9,-9,-6,-6,-9,-9,-6,-6,-7,-7,-10,-10
826,-18,-18,-19,-19,-19,-19,-14,-14,5,5,-8,-8,-8,-8,-8,-8,1,1,-9,-9,-19,-19,-24,-24
799,-16,-16,-16,-16,-16,-16,-16,-16,-17,-17,-36,-36,-35,-35,-34,-34,-21,-21,-8,-8,-12,-12,-13,-13
69,-15,-15,-15,-15,-14,-14,-8,-16,8,4,4,1,-1,-1,-1,-1,-1,0,-14,-11,-24,-24,-26,-26
83,-12,-12,-13,-13,-15,-15,-15,-15,-18,-18,-34,-34,-29,-29,-31,-31,-16,-16,-9,-9,-9,-9,-12,-12
187,-15,-15,-17,-17,-17,-17,-15,-15,-12,-12,-13,-13,-16,-16,-15,-15,-14,-14,-9,-9,-16,-16,-22,-22
188,-11,-11,-11,-11,-12,-12,-11,-9,-3,1,1,-1,3,0,-2,-2,-3,-2,0,0,-3,-3,-5,-5
189,-11,-11,-12,-12,-12,-12,-9,-9,-4,-4,-5,-2,1,0,2,-4,-1,0,3,3,0,0,-2,-2
190,-13,-13,-14,-14,-14,-14,-10,-11,0,0,-3,0,-3,-3,2,-1,-4,2,-6,-6,-11,-11,-14,-14
194,-37,-37,-41,-41,-41,-41,-34,-29,-18,-18,-51,-51,-52,-52,-64,-64,-47,-47,-47,-47,-71,-71,-77,-77
195,-20,-20,-20,-20,-20,-20,-16,-4,2,13,-11,-1,-1,-1,-2,-17,4,-4,-3,-3,-8,-8,-12,-12
196,-11,-11,-11,-11,-11,-11,-10,-10,-5,-5,-14,-14,-13,-13,-11,-11,-7,-7,-7,-7,2,2,1,1
197,-17,-17,-16,-16,-17,-12,-7,-18,1,2,-5,2,1,0,-2,-1,3,5,-3,-3,-12,-12,-13,-13
